62017CJ0031,Judgment of the Court (First Chamber) of 7 March 2018,First Chamber,Cristal Union; the legal successor to Sucrerie de Toury SA v Ministre de l'Économie et des Finances,Request for a preliminary ruling from the Conseil d'État,Reference for a preliminary ruling — Directive 2003/96/EC — Taxation of energy products and electricity — Article 14(1)(a) — Energy products used for the generation of electricity — Obligation to exempt — Article 15(1)(c) — Energy products used for combined heat and power generation — Option to exempt or reduce the level of taxation — Natural gas intended for use in the cogeneration of heat and electricity,Case C-31/17,ECLI identifier: ECLI:EU:C:2018:168,23/01/2017,07/03/2018,France,Regan,Tanchev,ENER
62016CJ0226,Judgment of the Court (Fifth Chamber) of 20 December 2017,Fifth Chamber,Eni SpA and Others v Premier ministre and Ministre de l’Environnement; de l’Énergie et de la Mer,Request for a preliminary ruling from the Conseil d'État (France),Reference for a preliminary ruling — Energy — Gas industry — Security of gas supply — Regulation (EU) No 994/2010 — Obligation of natural gas undertakings to take measures to safeguard the supply of gas to protected customers — Point 1 of the second paragraph of Article 2 — Definition of ‘protected customers’ — Article 8(2) — Additional obligation — Article 8(5) — Possibility for natural gas undertakings of fulfilling their obligation at regional level or at Union level — National legislation imposing on gas suppliers an additional gas storage obligation; the scope of which includes customers who are not protected customers within the meaning of Regulation No 994/2010 — Obligation to be fulfilled; as regards 80% of the gas stored; on the territory of the Member State concerned,Case C-226/16,ECLI identifier: ECLI:EU:C:2017:1005,22/04/2016,20/12/2017,France,Borg Barthet,Mengozzi,ENER
62016CJ0347,Judgment of the Court (Fifth Chamber) of 26 October 2017,Fifth Chamber,Balgarska energiyna borsa AD (BEB) v Komisia za energiyno i vodno regulirane (KEVR),Request for a preliminary ruling from the Administrativen sad Sofia-grad,Reference for a preliminary ruling — Articles 101 and 102 TFEU — Directive 2009/72/EC — Articles 9; 10; 13 and 14 — Regulation (EC) No 714/2009 — Article 3 — Regulation (EU) No 1227/2011 — Article 2(3) — Regulation (EU) 2015/1222 — Article 1(3) — Certification and designation of an independent transmission system operator — Limitation of the number of holders of electricity transmission licences in national territory,Case C-347/16,ECLI identifier: ECLI:EU:C:2017:816,21/06/2016,26/10/2017,Bulgaria,da Cruz Vilaça,Wahl,ENER
62016CJ0215,Judgment of the Court (First Chamber) of 20 September 2017,First Chamber,Elecdey Carcelen SA and Others v Comunidad Autónoma de Castilla-La Mancha,Requests for a preliminary ruling from the Tribunal Superior de Justicia de Castilla-La Mancha,References for a preliminary ruling — Environment — Electricity generated by wind power — Directive 2009/28/EC — Promotion of the use of energy from renewable sources — Subparagraph (k) of the second subparagraph of Article 2 — Aid scheme — Subparagraph (e) of the second subparagraph of Article 13(1) — Administrative charges — Directive 2008/118/EC — General arrangements for excise duty — Article 1(2) — Other indirect taxes for specific purposes — Directive 2003/96/EC — Taxation of energy products and electricity — Article 4 — Minimum rate of taxation on energy — Levy imposed on turbines designed to produce electricity,Joined Cases C-215/16; C-216/16; C-220/16 and C-221/16,ECLI identifier: ECLI:EU:C:2017:705,18/04/2016,20/09/2017,Spain,Regan,Kokott,ENER
62015CJ0465,Judgment of the Court (Ninth Chamber) of 7 September 2017,Ninth Chamber,Hüttenwerke Krupp Mannesmann GmbH v Hauptzollamt Duisburg,Request for a preliminary ruling from the Finanzgericht Düsseldorf,Reference for a preliminary ruling — Taxation — Taxation of energy products and electricity — Directive 2003/96/CE — Scope — Article 2(4)(b) — Electricity used principally for the purposes of chemical reduction — Concept,Case C-465/15,ECLI identifier: ECLI:EU:C:2017:640,03/09/2015,07/09/2017,Germany,Vajda,Bobek,ENER
62016CJ0151,Judgment of the Court (First Chamber) of 13 July 2017,First Chamber,„Vakarų Baltijos laivų statykla“ UAB v Valstybinė mokesčių inspekcija prie Lietuvos Respublikos finansų ministerijos,Request for a preliminary ruling from the Vilniaus apygardos administracinis teismas,Reference for a preliminary ruling — Directive 2003/96/EC — Taxation of energy products and electricity — Article 14(1)(c) — Exemption of energy products used as fuel for the purpose of navigation within European Union waters and to produce electricity on board a craft — Fuel used by a ship to sail from the place where it was built to the port of another Member State for the purpose of taking on its first commercial cargo,Case C-151/16,ECLI identifier: ECLI:EU:C:2017:537,14/03/2016,13/07/2017,Lithuania,Silva de Lapuerta,Kokott,ENER
62016CJ0044,Judgment of the Court (Ninth Chamber) of 11 May 2017,Ninth Chamber,Dyson Ltd v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-44/16 P,ECLI identifier: ECLI:EU:C:2017:357,25/01/2016,11/05/2017,United Kingdom,Lycourgos,Saugmandsgaard Øe,ENER
62015CJ0189,Judgment of the Court (Ninth Chamber) of 18 January 2017,Ninth Chamber,Istituto di Ricovero e Cura a Carattere Scientifico (IRCCS) - Fondazione Santa Lucia v Cassa conguaglio per il settore elettrico and Others,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-189/15,ECLI identifier: ECLI:EU:C:2017:17,24/04/2015,18/01/2017,Italy,Vajda,Campos Sánchez-Bordona,ENER
62014CJ0492,Judgment of the Court (Second Chamber) of 29 September 2016,Second Chamber,Essent Belgium NV v Vlaams Gewest and Others,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-492/14,ECLI identifier: ECLI:EU:C:2016:732,05/11/2014,29/09/2016,Belgium,Prechal,Bot,ENER
62015CJ0121,Judgment of the Court (Fifth Chamber) of 7 September 2016,Fifth Chamber,Association nationale des opérateurs détaillants en énergie (ANODE) v Premier ministre and Others,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-121/15,ECLI identifier: ECLI:EU:C:2016:637,10/03/2015,07/09/2016,France,Borg Barthet,Mengozzi,ENER
