62016CJ0434,Data protection
62016CJ0434,Approximation of laws
62016CJ0073,Data protection
62016CJ0073,Fundamental rights
62016CJ0073,Approximation of laws
62016CJ0073,Charter of Fundamental Rights
62016CJ0013,Data protection
62016CJ0013,Approximation of laws
62015CJ0536,Approximation of laws
62015CJ0536,Consumer protection
62015CJ0536,Data protection
62015CJ0536,Freedom to provide services
62015CJ0536,Right of establishment
62015CJ0536,Telecommunications
62015CJ0398,Approximation of laws
62015CJ0398,Data protection
62015CJ0398,Right of establishment
62015CJ0203,Approximation of laws
62015CJ0203,Telecommunications
62015CJ0203,Data protection
62014CJ0582,Approximation of laws
62014CJ0582,Data protection
62015CJ0191,judicial cooperation in civil matters
62015CJ0191,Approximation of laws
62015CJ0191,Provisions governing the Institutions
62015CJ0191,Data protection
62015CJ0191,Consumer protection
62015CJ0191,area of freedom; security and justice
62014CJ0235,Free movement of capital
62014CJ0235,Data protection
62014CJ0235,Approximation of laws
62014CJ0235,Internal market - Principles
62014CJ0235,Right of establishment
62014CJ0362,Approximation of laws
62014CJ0362,Data protection
62014CJ0230,Approximation of laws
62014CJ0230,Data protection
62012CJ0446,Fundamental rights
62012CJ0446,Data protection
62012CJ0446,Charter of Fundamental Rights
62012CJ0446,area of freedom; security and justice
62012CJ0131,Charter of Fundamental Rights
62012CJ0131,Fundamental rights
62012CJ0131,Data protection
62012CJ0131,Approximation of laws
62012CJ0288,Approximation of laws
62012CJ0288,Fundamental rights
62012CJ0288,Data protection
62012CJ0293,Fundamental rights
62012CJ0293,Data protection
62012CJ0293,Telecommunications
62012CJ0293,Principles; objectives and tasks of the Treaties
62012CJ0293,Charter of Fundamental Rights
62012CJ0293,Citizenship of the Union
62012CJ0293,Approximation of laws
62012CJ0119,Telecommunications
62012CJ0119,Data protection
62012CJ0119,Approximation of laws
62010CJ0614,Approximation of laws
62010CJ0614,Data protection
62010CJ0614,Fundamental rights
62010CJ0360,Right of establishment
62010CJ0360,Approximation of laws
62010CJ0360,Data protection
62010CJ0360,Freedom to provide services
62010CJ0360,Consumer protection
62010CJ0070,Fundamental rights
62010CJ0070,Freedom to provide services
62010CJ0070,Data protection
62010CJ0070,Consumer protection
62010CJ0070,Right of establishment
62010CJ0070,Approximation of laws
62010CJ0468,Approximation of laws
62010CJ0468,Charter of Fundamental Rights
62010CJ0468,Data protection
62010CJ0468,Fundamental rights
62010CJ0104,Social Policy
62010CJ0104,Data protection
62009CJ0543,Telecommunications
62009CJ0543,Freedom to provide services
62009CJ0543,Data protection
62009CJ0543,Right of establishment
62009CJ0543,Approximation of laws
62009CJ0543,Consumer protection
62009CJ0092,Charter of Fundamental Rights
62009CJ0092,Agriculture and Fisheries
62009CJ0092,Fundamental rights
62009CJ0092,Data protection
62009CJ0092,Approximation of laws
62008CJ0028,Quantitative restrictions
62008CJ0028,Access to documents
62008CJ0028,Measures having equivalent effect
62008CJ0028,Data protection
62008CJ0028,Provisions governing the Institutions
62008CJ0028,Free movement of goods
62009CJ0202,Data protection
62009CJ0202,Approximation of laws
62006CJ0301,Data protection
62006CJ0301,Approximation of laws
62006CJ0524,Right of entry and residence
62006CJ0524,Data protection
62006CJ0524,Fundamental rights
62006CJ0524,anti-discrimination
62006CJ0524,Approximation of laws
62006CJ0524,Right of establishment
62006CJ0524,Citizenship of the Union
62006CJ0524,Non-discrimination on grounds of nationality
62006CJ0275,Free movement of goods
62006CJ0275,Data protection
62004CJ0317,Provisions governing the Institutions
62004CJ0317,Approximation of laws
62004CJ0317,Transport
62004CJ0317,External relations
62004CJ0317,Principles; objectives and tasks of the Treaties
62004CJ0317,Data protection
62002CJ0350,Data protection
62002CJ0350,Fundamental rights
62002CJ0350,Telecommunications
62002CJ0350,Approximation of laws
62001CJ0101,Approximation of laws
62001CJ0101,Fundamental rights
62001CJ0101,Data protection
62000CJ0465,Approximation of laws
62000CJ0465,Fundamental rights
62000CJ0465,European Convention on Human Rights
62000CJ0465,Data protection
61998CJ0223,Intellectual; industrial and commercial property
61998CJ0223,External relations
61998CJ0223,Commercial policy
61998CJ0223,Data protection
